정류소명,정류소아이디
태평1차아파트,165000517
신일교회,165000529
장수.서창동행정복지센터,165000580
태평2차아파트,165000518
청광플러스원아파트,165000786
서창센트럴푸르지오,165000812
만월중학교,165000963
서창이편한세상정문,165000854
한빛초교앞,165000773
인천서창동우체국,165000820
장아초등학교,165000874
서창공영차고지,165000872
서창공영차고지,165000871
장아초등학교,165000873
인천서창동우체국,165000821
한빛초교앞,165000774
서창이편한세상정문,165000855
만월중학교,165000962
서창센트럴푸르지오,165000811
청광플러스원아파트,165000775
태평2차아파트,165000225
장수.서창동행정복지센터,165000581
현대모닝.임광그대가아파트,165000579
태평1차아파트,165000516
태평아파트입구,165000276
서창동화원,165000620
장수동,165000373
장수사거리,165000389
무내미마을,165000496
충성아파트,166000117
17사단.다임메가타운,166000895
풍림아파트104동,166000898
일신주공109동,166000868
주공아파트,166000867
광일아파트,166000855
뉴그린아트빌,166000875
삼미타운,166000172
부평LH1(2)단지,166000161
부평역화성파크드림아파트,166000804
인천성모병원정문,166000857
인천성모병원후문,166000139
새마을금고,166000131
동수역,166000124
동수역,166000110
희망천입구,166000091
경인교회앞,166000077
부평사거리,166000074
백운역,166000079
산곡동입구(롯데마트),166000785
성산교회,166000572
청천초등학교,166000587
청천초등학교후문,166000574
인향아파트,166000559
송월동동화마을,161000189
송월아파트,161000193
개항동 어울터,161000197
전동교회,161000199
동인천역,161000192
배다리청과물시장,161000184
인천기독병원,161000785
율목오거리,161000786
율목동행정복지센터,161000787
옹진농협,161000175
도원동행정복지센터,161000180
도원동행정복지센터(앞),161000788
신흥시장후문,161000813
신흥동주민자치센터,161000789
신흥시장,161000145
경남아파트,161000147
경남아파트,161000143
인천여자상업고등학교,161000141
신포역·인천세관역사공원,161000792
신포사거리,161000791
인성여자고등학교,161000793
홍예문·공영주차장,161000794
동인천동행정복지센터,161000795
전동교회,161000200
개항동 어울터,161000198
송월아파트,161000194
송월동동화마을,161000190
인천역(차이나타운),161000178
중구청,161000157
근대문화거리입구,161000370
신포역·인천세관역사공원,161000796
인천여자상업고등학교,161000139
삼성아파트,161000140
신광초등학교,161000142
인천옹진농협본점,161000555
숭의로터리,163000273
숭의로터리.도원체육관,163000276
인천옹진농협본점,161000797
신흥동주민자치센터,161000799
신흥시장후문,161000812
도원동행정복지센터(앞),161000798
인천정보과학고등학교,161000800
율목동행정복지센터,161000801
율목오거리,161000802
인천기독병원,161000803
애관극장,161000804
동인천역,161000191
동인천동행정복지센터,161000805
홍예문·공영주차장,161000806
인성여자고등학교,161000808
근대문화거리입구,161000369
중구청,161000159
인천역(차이나타운),161000179
우미린1단지후문,161000461
우미린1단지정문,161000584
스카이시티자이.화성파크드림,161000650
e편한세상영종오션하임정문,161000832
LH49단지행복주택아파트,161000769
e편한세상영종오션하임,161000674
만석비치타운,162000126
만석주공,162000057
만석동행정복지센터,162000046
만석초등학교,162000056
화수사거리,162000072
화도진중학교,162000064
미륭아파트,162000138
동부아파트,162000051
솔빛주공2단지,162000045
솔빛마을주공아파트,162000049
송현아파트,162000067
송현주공아파트,162000073
서흥초등학교,162000117
풍림아파트,162000121
미래빌라,162000089
쉐보레동인천서비스,162000153
백병원(송림패션몰),162000151
서흥초등학교,162000071
현대동부시장,162000041
송림119안전센터,162000165
인천세무서후문,162000179
도원고개(도원역),162000001
도원동행정복지센터,162000128
인천정보과학고등학교,162000002
미림극장,162000008
동인천역북광장,162000137
화도고개,162000028
화도진공원.화도진도서관,162000035
동구선거관리위원회,162000110
만석비치타운,162000106
만석어린이공원,162000182
새마을금고,162000053
영풍아파트,162000040
화도진공원.화도진도서관,162000033
화도고개,162000027
동인천역북광장,162000136
미림극장,162000009
미림극장입구,162000141
인천정보과학고등학교,161000183
도원역(인천축구전용경기장),161000176
인천축구전용경기장(홈플러스),163000558
인천축구전용경기장,162000184
도원고개(동구청방향),162000170
송림시장,162000015
송림오거리,162000132
현대시장,162000043
쉐보레동인천서비스,162000152
미래빌라,162000088
풍림아파트,162000122
서흥초등학교,162000116
송현주공아파트,162000080
송현아파트,162000065
솔빛마을주공아파트,162000050
GS25편의점,162000142
동부아파트,162000052
미륭아파트,162000139
화도진중학교,162000066
화수사거리,162000104
화수부두,162000147
만석초등학교,162000187
교통방송사거리,163000539
인하대역(7번출구),163000091
인하대역4번출구,163000122
용현2동주민센터,163000653
미추홀퍼스트2단지,163000646
장천사거리,163000282
숭의초등학교,163000296
미추홀구청,163000307
미추홀구청입구,163000312
제물포역(동양빌딩),163000339
남중학교,163000331
제물포시장,163000310
용정초등학교,163000299
수봉공원,163000569
수봉마을쉼터,163000571
제일시장,163000316
주안사거리,163000514
교보생명,163000357
주안역환승정류장,163000503
주안역,163000387
시민공원,163000359
주안사거리,163000330
제일시장사거리,163000667
수봉마을쉼터,163000570
수봉공원,163000289
용정초등학교,163000297
제물포시장,163000311
남중학교,163000336
제물포역,163000498
미추홀구청,163000304
장천사거리,163000651
미추홀퍼스트3단지,163000647
용현2동주민센터,163000654
용현동성원상떼빌아파트,163000546
인하대역3번출구,163000127
인하대역(1번출구),163000066
교통방송사거리,163000538
해양기계,165000532
집단에너지,165000064
예림임업,165000053
LG물류센터,165000044
희경산업,165000961
에몬스가구,165000023
김미현골프장,165000749
논현유승한내들,165000923
사리울중학교,165000924
에코메트로9단지,165000750
사리울초등학교후문,165000713
미추홀외고,165000690
에코메트로7단지,165000714
우체국사거리,165000695
원동초등학교,165000657
인천논현역앞,165000659
은봉초등학교,165000613
남동고등학교,165001035
동방초등학교,165001037
논현3단지하늘마을302동,165000624
논현주공아파트(인천금융고),165000098
동보아파트,165000125
논현주공2단지,165000106
숲속마을,165000649
논현2단지범마을,165000625
동방중학교,165001038
남동고등학교,165001036
은봉초등학교,165000614
인천논현역앞,165000658
원동초등학교,165000656
에코메트로11단지후문,165000701
에코메트로7단지,165000715
미추홀외고,165000689
고잔고등학교,165000691
에코메트로9단지,165000752
사리울중학교,165000838
논현유승한내들,165000839
김미현골프장,165000751
에몬스가구,165000024
희경산업,165000031
LG물류센터,165000043
예림임업,165000054
집단에너지시설,165000065
해양기계,165000696
호구포역2번출구,165001040
웰카운티1차,168000746
호반베르디움2차,168001112
청라중학교,168000848
중흥S클래스1차,168000844
제일풍경채,168000833
제일풍경채1차정문앞,168001350
청람중학교,168001018
한라비발디,168000878
사염공원,168001038
호수공원,168001104
베어즈베스트청라GC,168001046
청라골프아카데미,168001255
서부산업단지,168001036
하나금융그룹통합데이터센터,168001265
하나금융그룹통합데이터센터,168001294
서부산업단지,168001035
청라골프아카데미,168001256
베어즈베스트청라GC,168001047
청라한양수자인레이크블루,168001351
청라모아미래도,168001353
청라3동행정복지센터,168001374
동문굿모닝힐,168000962
자이더테라스1단지,168001298
심곡어린이도서관,168001223
한국국토정보공사인천북부지사,168000278
도림주철관1공장,168001307
한국특수주물(주),168000575
한일튜브(주),168000576
공단본부,168000270
부영엔지니어링,168000271
한스엔지니어링,168000279
공단공원앞,168000739
한국국토정보공사인천북부지사,168000280
심곡어린이도서관,168000946
창신초등학교,168000620
원당중고등학교,168000462
E편한세상,168000453
원당사거리.검단선사박물관,168000447
삼정프라자,168000443
참빛감리교회,168000437
대우푸르지오,168000405
