정류소명,정류소아이디,상_하행
홈씨씨인천점,168000955,상행
태양공단,168000147,상행
모다아울렛,168001190,상행
신북항고가교,168000104,상행
서인천자동차검사소,168000641,상행
삼영물류,168000068,상행
해수워터피아,168000082,상행
(주)경인양행앞,168000096,상행
쌍마아파트,168000112,상행
범양상가,168000118,상행
한신휴아파트,168000106,상행
가좌교회,168000057,상행
가재울사거리,168000042,상행
현대써비스,168000021,상행
중앙사료,168000014,상행
공단본부,168000756,상행
한미반도체,168000755,상행
가좌테니스장,163000454,상행
한국폴리텍2대학남인천캠퍼스,163000450,상행
석바위시장,163000382,상행
인고앞,163000338,상행
인고체육관(동양장사거리),163000309,상행
제물포여자중학교,163000298,상행
주안남초등학교,163000283,상행
남광로얄아파트,163000257,상행
용현시장,163000268,상행
장천사거리,163000610,상행
숭의초등학교,163000308,상행
남중학교,163000336,상행
제물포역,163000498,상행
로얄아파트,163000247,하행
주안남초등학교,163000284,하행
금강요양병원,163000291,하행
인고체육관,163000305,하행
인고앞,163000318,하행
한국폴리텍2대학남인천캠퍼스,163000448,하행
가좌테니스장,163000457,하행
한미반도체,168000754,하행
공단본부,168000757,하행
태평양인천물류센터,168000012,하행
희성금속,168000018,하행
삼양사인천1공장,168000031,하행
가재울사거리,168000039,하행
가좌교회,168000055,하행
가좌4동행정복지센터,168000062,하행
가좌두산위브104동앞,168000090,하행
범양아파트,168000116,하행
범양상가,168000122,하행
쌍마아파트,168000114,하행
석남서초등학교,168000108,하행
(주)경인양행앞,168000097,하행
해수워터피아,168000083,하행
한양공구,168000071,하행
서인천자동차검사소,168000640,하행
한성자동차학원,168000091,하행
신북항고가교,168000109,하행
SK주유소,168000956,하행
홈씨씨인천점,168000957,하행
인천그랜드컨트리클럽,168000958,하행
태신보세창고,168001237,하행
GS칼텍스,168001224,하행
북항다목적부두,168001208,하행
북항사업소,168001210,하행
북항배후단지입구,168001343,하행
한진인천북항,168001195,하행
(주)스킨이데아,168001388,하행
대문목재,168001206,하행
대현목재,168001205,하행
NKG물류센터,168001212,하행
대문목재,168001207,하행
(주)스킨이데아,168001389,하행
한진인천북항,168001196,하행
코세스물류창고,168001197,하행
북항사업소,168001211,하행
북항다목적부두,168001209,하행
인천북항부두운영시설,168000959,하행
목재부두사거리,168000960,하행
가좌환경사업소 북측,168001341,하행
송도역,164000671,상행
옥련2동행정복지센터(옥련우체국),164000451,상행
인천광역시립박물관,164000673,상행
흥륜사입구,164000725,상행
서해그랑블아파트,164000604,상행
대림3차아파트301동앞,164000683,상행
서해그랑블3단지아파트,164000727,상행
박문초등학교,164000608,상행
민방위교육장,164000611,상행
남촌농산물도매시장,165001031,상행
민방위교육장,164000610,하행
박문초등학교,164000609,하행
서해그랑블3단지아파트,164000728,하행
대림3차아파트301동앞,164000686,하행
서해그랑블아파트,164000605,하행
흥륜사입구,164000726,하행
인천광역시립박물관,164000674,하행
축현초등학교.인천시립박물관,164000151,하행
호불사입구,164000182,하행
송도재래시장,164000210,하행
송도역,164000671,하행
청라파크자이상가,168001299,상행
자이더테라스1단지,168001297,상행
청라센텀로제비앙정문앞,168001346,상행
인천경연초중학교,168001347,상행
청라한양수자인레이크블루,168001348,상행
호수공원,168001103,하행
사염공원,168001037,하행
한라비발디,168000879,하행
청람중학교,168001019,하행
제일풍경채2차,168001349,하행
중흥S클래스,168000832,하행
웰카운티17단지,168001183,하행
청라고등학교,168000785,하행
청라웰카운티221동,168001288,하행
청라국제도서관,168000922,하행
공단사거리,168001070,상행
검단지식산업센타,168001054,상행
원흥아파트,168000793,상행
금강펜테리움더시글로,168001392,상행
바리미마을·아라동행정복지센터,168000467,상행
유현사거리,168000487,상행
장기동,167000345,상행
장기동,167000346,하행
유현사거리,168000484,하행
바리미마을·아라동행정복지센터,168000465,하행
인천영어마을,168000697,하행
신명아파트앞,168000799,하행
검단지식산업센타,168001063,하행
공단사거리,168001069,하행
검단초등학교,168000482,상행
길훈아파트,168000494,상행
동성아파트,168000496,상행
월드아파트,168000500,상행
LG아파트후문,168000616,상행
LG아파트후문,168000617,하행
월드아파트,168000499,하행
동성.길훈아파트,168000495,하행
백두아파트,168000632,하행
검단초등학교,168000475,하행
인하대후문,163000166,상행
구월2동행정복지센터,165000586,상행
신성성결교회(올림피아병원),165000355,상행
인천미래생활고등학교,210000579,상행
인천미래생활고등학교,166000483,하행
올림픽생활기념관,165000349,하행
구월2동행정복지센터,165000607,하행
홈플러스.산림조합,232000037,상행
한국아파트,232000030,상행
청송마을.성우오스타,232000708,상행
사우역.김포고(직행),232000376,상행
사우고교.김포시청(직행),232000389,상행
풍무역,232000359,상행
장곡.고촌고등학교,232000358,상행
고촌역,232000356,상행
고촌역,232000432,하행
장곡.고촌고등학교,232000584,하행
풍무역,232000429,하행
조리미입구,232000428,하행
사우고.김포시청,232000427,하행
사우역.김포고(김포초교방면),232000968,하행
김포초교,232000333,하행
한일아파트,232000330,하행
삼환아파트,232000031,하행
홈플러스,232000038,하행
해피하임.기업은행앞,168000738,하행
검단오류역,168001060,상행
반포역,121000018,상행
양재역.서초문화예술회관,121000003,상행
교육개발원입구,121000002,하행
뱅뱅사거리,121000006,하행
래미안아파트파이낸셜뉴스,121000008,하행
반포역,121000017,하행
검단오류역,168001057,하행
삼영테크,168001055,상행
금란마트,168001056,상행
드림파크어울림,168001202,상행
왕길역,168001199,상행
검단노인복지관,168000695,상행
검단동행정복지센터(검단고교),168000441,상행
불로대곡동행정복지센터,168000498,상행
E편한세상,168000726,상행
불로중학교,168000652,상행
동아전기,168000725,상행
대우풍림아파트,168000502,상행
당하메디칼,168000402,상행
당하초등학교,168000396,상행
당하대주파크빌,168000392,상행
검단메가박스,168000384,상행
한국국토정보공사인천북부지사,168000280,상행
심곡어린이도서관,168000946,상행
가정LH3단지정문앞,168001041,상행
루원시티프라디움,168001150,상행
루원시티프라디움105동,168001308,상행
하늘채아파트,168000225,상행
신현쇼핑,168000217,상행
신현119안전센터,168000600,상행
강남시장,168000172,상행
성민병원,168000159,상행
석남역(5번출구),168000577,상행
원적산터널서측,168000666,상행
원적산터널,166000822,상행
부평남부역입구,166000170,상행
부평남초등학교,166000141,상행
목련어린이집,166000824,하행
원적산터널서측,168000667,하행
석남고가사거리,168000151,하행
성민병원,168000162,하행
강남시장,168000173,하행
신현119안전센터,168000596,하행
신현쇼핑,168000220,하행
(구)신현주공,168000228,하행
가정1동행정복지센터,168001309,하행
루원호반베르디움,168001149,하행
루원제일풍경채정문앞,168001040,하행
심곡어린이도서관,168001223,하행
한국국토정보공사인천북부지사,168000278,하행
검단메가박스,168000383,하행
KCC아파트,168000391,하행
당하초등학교,168000399,하행
당하푸르지오,168000403,하행
동아전기,168000647,하행
불로중학교,168000648,하행
E편한세상,168000649,하행
불로대곡동행정복지센터,168000497,하행
대상스틸,168001001,하행
검단동행정복지센터(검단고교),168000445,하행
검단농협,168000434,하행
왕길역,168001200,하행
드림파크어울림,168001201,하행
금란마트,168001061,하행
삼영테크,168001062,하행
현광아파트후문,163000560,상행
현광아파트,163000007,상행
정광아파트(병무청),163000008,상행
병무청(516종점),163000013,상행
학익동성당앞,163000630,상행
미추홀경찰서(장미아파트),163000524,상행
장미아파트(19동)앞,163000474,상행
두산위브아파트,163000043,상행
풍림아이원아파트,163000034,상행
학산사거리,163000562,상행
학익사거리,163000075,상행
인천준법지원센터,163000147,상행
법원,163000131,상행
학익여자고등학교,163000566,상행
신동아아파트5차,163000141,상행
신동아아파트,163000143,하행
학익여자고등학교,163000140,하행
법원,163000130,하행
학익동구치소,163000139,하행
인천준법지원센터,163000148,하행
학익사거리,163000077,하행
동아풍림아파트,163000037,하행
장미아파트,163000044,하행
장미아파트(19동)앞,163000540,하행
학익동성당앞,163000631,하행
정광아파트(병무청),163000009,하행
현광아파트,163000488,하행
현광아파트후문앞,163000559,하행
종점(병무청),163000014,상행
학산사거리,163000025,상행
학익고등학교,163000029,상행
대동아파트,163000042,상행
하나아파트,163000052,상행
인천향교유림회관,163000059,상행
신동아아파트3차,163000090,상행
신동아아파트4차,163000121,상행
신동아아파트8차,163000136,상행
신동아아파트8차,163000135,하행
신동아아파트4차,163000123,하행
신동아아파트3차,163000097,하행
인천향교유림회관,163000062,하행
석건연립,163000051,하행
대동아파트,163000504,하행
학익고등학교,163000505,하행
미추홀경찰서(장미아파트),163000524,하행
인하대정문,163000099,하행
장미아파트(19동)앞,163000474,하행
두산위브아파트,163000043,하행
풍림아이원아파트,163000034,하행
학산사거리,163000027,하행
종점(병무청),163000014,하행
학익.원흥아파트,163000015,상행
태평아파트.주안한신휴플러스아파트,163000180,상행
진흥아파트,163000190,상행
주안아파트,163000207,상행
신비마을아파트,163000223,상행
관교여자중학교,163000226,상행
관교중학교(약수터),163000202,상행
신비마을아파트,163000164,상행
신비마을아파트(112동),163000171,하행
관교중학교(약수터),163000203,하행
관교여자중학교,163000231,하행
신비마을아파트,163000225,하행
주안아파트,163000209,하행
진흥아파트,163000193,하행
태평아파트.주안한신휴플러스아파트,163000183,하행
학익풍림아파트,163000487,하행
진웅종점,168000803,상행
검단산업단지(코뿔소),168000805,상행
가야,168000807,상행
트러스(서구장애인직업재활시설),168000809,상행
아쿠아글로리,168000811,상행
해성단조,168000813,상행
타운하우스공장.명진화학,168001227,상행
영은슈퍼,168001052,상행
검단공구상가,168001053,상행
오류동역입구,168001058,상행
금오동,168001068,상행
북인천세무서,167000054,상행
한신아파트,167000067,상행
화전초등학교,167000086,상행
한국공항공사,115000298,상행
송정역,115000634,상행
송정역,115000295,하행
상사마을,115000074,하행
화전초등학교,167000085,하행
한신아파트,167000066,하행
북인천세무서,167000058,하행
계산시장,167000176,하행
계산삼거리,167000196,하행
금오동,168001067,하행
오류동역입구,168001066,하행
검단공구상가,168001065,하행
타운하우스공장.명진화학,168001226,하행
남양목재,168000814,하행
금성목재,168000812,하행
트러스(서구장애인직업재활시설),168000810,하행
가야,168000808,하행
검단산업단지(코뿔소),168000806,하행
진웅종점,168000804,하행
여우재,232000046,상행
홈플러스,232000018,상행
우저서원(대성주유소),232000017,상행
걸포북변역,232000605,상행
걸포사거리.우리병원,232000606,하행
걸포북변역,232000673,하행
우저서원(대성주유소),232000022,하행
구두물입구,232000021,하행
신안실크밸리,232000020,하행
신명스카이뷰,168000737,하행
심팩이엔지,168001387,하행
동보아파트,165000126,상행
(주)다이아트론,165000134,상행
남인천세무서,165000888,상행
구월아시아드6단지,165000886,상행
구월아시아드은빛호수공원,165000915,상행
작은구월사거리,165000239,상행
소구월사거리,165000266,상행
롯데캐슬모래내시장,165000310,상행
신세계아파트,165000383,상행
갈산시장.갈산도서관,166000629,상행
휴먼시아1단지,166000852,상행
삼산건강공원(미정차),166000888,상행
서해그랑블,166000828,하행
미래타운5단지501동,166000662,하행
삼산주공1단지(상가앞),166000908,하행
갈산새마을금고,166000635,하행
간석사거리,165000413,하행
구월체육공원,165000384,하행
작은구월사거리,165000240,하행
구월아시아드은빛호수공원,165000914,하행
구월아시아드6단지,165000885,하행
남인천세무서,165000887,하행
(주)다이아트론,165000133,하행
동보아파트,165000125,하행
삼산주공1단지,166000780,상행
KT중동지사,210000525,상행
복사골문화센터.한아름마을,210000062,상행
송내고등학교,166000219,상행
일신시장,166000210,상행
인천성모병원정문,166000857,상행
인천성모병원후문,166000139,상행
새마을금고,166000131,상행
동수역,166000124,상행
동수역,166000110,상행
희망천입구,166000091,상행
인천가족공원입구,165001059,상행
민방위교육장,165000734,상행
벧엘감리교회,165000741,상행
만수2동행정복지센터,165000735,상행
향촌주공101동앞,165000730,상행
향촌주공101동앞,165000729,하행
향촌지구정문,165000731,하행
벧엘교회,165000740,하행
민방위교육장,165000733,하행
태화두진아파트,165000445,하행
농장주유소,165000508,하행
대웅실업앞,165001003,하행
부평농장,165000772,하행
인천가족공원입구,165000495,하행
희망천입구,166000799,하행
동수역,166000108,하행
부일여자중학교,166000123,하행
새마을금고,166000125,하행
인천성모병원후문,166000138,하행
인천성모병원정문,166000844,하행
일신시장,166000207,하행
일신동행정복지센터,166000220,하행
사랑마을벽산.선경.삼익아파트,210000061,하행
KT중동지사,210000551,하행
삼산주공4단지,166000591,하행
진산초등학교,166000614,하행
경남아너스빌아파트,168000110,상행
우림필유아파트,168000924,상행
금호어울림아파트,168000137,상행
청라컨벤션웨딩홀부페,168000656,상행
가정3동성당,168000226,상행
한신빌리지(A),168000249,상행
청천농장,166000538,상행
두산위브아파트,166000648,상행
방촌공원,166000419,상행
부개주공7단지,166000385,상행
부평여자중학교,166000342,상행
부개고입구,166000345,상행
다임메가타운,166000870,상행
부평자이,166000871,상행
금마초등학교,166000833,상행
부개고입구,166000783,하행
부평여자중학교,166000726,하행
부개주공7단지,166000387,하행
정병원,166000413,하행
부개여자고등학교,166000428,하행
부개주공6단지,166000459,하행
삼산사거리.한국아파트,166000645,하행
청천농장,168000511,하행
한신빌리지(B),168000246,하행
한신빌리지(C),168000229,하행
그린빌라,168000222,하행
서구문화회관,168000213,하행
석남고가교입구사거리,168000655,하행
금호어울림아파트,168000139,하행
우림필유아파트,168000925,하행
경남아너스빌아파트,168000111,하행
대보아파트,166000651,상행
삼산사거리.한국아파트,166000645,상행
갈산새마을금고,166000635,상행
갈산시장,166000628,상행
부평구보건소,166000858,상행
부평성당,166000377,상행
부흥오거리(소망병원),166000375,상행
부평시장(당약국),166000303,상행
갈산시장.갈산도서관,166000629,하행
후정초등학교.삼산도서관,166000685,하행
신흥교통,161000501,상행
아암물류단지,161000285,상행
아암3교사거리,164000729,상행
랜드마크시티센트럴더샵(106동),164000668,상행
랜드마크시티센트럴더샵,164000639,상행
SK주유소앞,161000287,상행
CJ인천2공장,161000592,상행
중구문화회관,161000467,상행
홍익자원,161000514,상행
용일사거리,163000218,상행
인천소방본부,163000191,상행
주안3동행정복지센터,163000201,상행
주안7동행정복지센터,163000214,상행
주안1동행정복지센터,163000385,상행
동원아파트,163000379,상행
현대시장,162000042,상행
인천교삼거리(인천기계산업단지),163000452,상행
동아정밀,168000037,상행
석남서초등학교,168000108,상행
경남아너스빌,168000102,상행
석남신사거리,168000150,상행
월드메르디앙아파트,168000161,상행
루원시티사거리,168001076,상행
심곡극동아파트,168000273,상행
아시아드경기장(공촌사거리)역,168000320,상행
대인고등학교,168000344,상행
검바위역,168000349,상행
검암사거리,168000356,상행
검암사거리,168000357,하행
검바위역,168000348,하행
대인고등학교,168000345,하행
심곡극동아파트,168000272,하행
한국전력,168000947,하행
월드메르디앙아파트,168000163,하행
석남신사거리,168000149,하행
경남아너스빌,168000099,하행
인천교삼거리,163000453,하행
인천재능대학교서문,162000119,하행
현대시장,162000118,하행
동원아파트,163000376,하행
JC회관,163000383,하행
주안7동행정복지센터,163000216,하행
주안3동행정복지센터,163000204,하행
인천소방본부,163000189,하행
인하대병원입구,161000846,하행
항운아파트,161000602,하행
홍익자원,161000515,하행
중구문화회관,161000466,하행
CJ인천2공장,161000591,하행
SK주유소앞,161000539,하행
랜드마크시티센트럴더샵,164000638,하행
랜드마크시티센트럴더샵(106동),164000667,하행
아암3교사거리,164000730,하행
아암물류단지,161000590,하행
신흥교통,161000501,하행
신흥교통입구,161000841,상행
나래병원,164000142,하행
신흥교통입구,161000841,하행
윤성아파트(인항고교),163000012,상행
신창아파트,163000464,상행
성문아파트(문화연립),165000257,상행
미추홀도서관(벽산아파트),165000270,상행
모래내시장역(2번출구),165000909,상행
간석사거리,165000414,상행
인천예림학교(인천성모병원),166000820,상행
갈산동아아파트,166000567,하행
인천예림학교(인천성모병원),166000819,하행
삼환아파트,165000299,하행
벽산아파트(미추홀도서관),165000273,하행
구월아시아드선수촌아파트,165000203,하행
신창아파트,163000010,하행
윤성아파트(인항고교),163000011,하행
한국아파트,163000017,하행
남인천농협백운지점,163000174,하행
용현동농협,163000117,하행
금호아파트,163000061,하행
학산사거리,163000562,하행
장천사거리,163000282,하행
숭의2동행정복지센터,163000563,하행
장미아파트,163000092,하행
학익사거리(동아풍림아파트),163000084,하행
학익사거리,163000058,하행
대우일렉트로닉스,163000462,하행
노인복지회관,163000599,하행
진달래아파트,163000600,하행
용현아파트,163000153,하행
용현초등학교,163000508,하행
용현5동행정복지센터,163000129,하행
인천스타트업파크,164000394,상행
송도아트윈푸르지오,164000549,상행
인천공항T2-3층,161000611,상행
인천공항T2-B1층,161000612,하행
송도더샵그린워크,164000526,상행
송도2동행정복지센터,164000493,상행
송도파크레인입구,164000539,상행
수림공원,165000351,상행
간석남부역,163000529,상행
석암초등학교,163000412,상행
주안역,163000402,상행
간석남부역,163000429,하행
수림공원,165000347,하행
송도파크레인입구,164000538,하행
엑스포빌리지10단지,164000460,하행
커넬워크(4동),164000527,하행
KT서인천지사,168000932,상행
서구보건소,168000285,상행
태영아파트,168000300,상행
서곳치안센터,168000541,상행
서인천세무서,168000310,상행
빈정내사거리,168000327,상행
검암역입구,168000851,상행
검단출장소,168000423,하행
한들마을입구(유아교육진흥원),168000370,하행
검암역입구,168000852,하행
빈정내사거리,168000329,하행
중앙아파트,168000315,하행
서인천세무서,168000307,하행
태영아파트,168000298,하행
서구보건소,168000283,하행
국제성모병원,168001030,하행
송도센트럴파크,164000452,상행
인천대입구역.롯데몰,164000648,상행
남동IC진입(미경유),277103046,상행
서창JC(미정차),165001008,상행
신천IC(미정차),277103196,상행
안현JC(경유),277102919,상행
광명IC(경유),277103192,상행
석수IC(경유),277102916,상행
동작세무서,119000005,상행
공군회관,119000021,상행
여의도역,118000071,상행
여의도환승센터,118000007,상행
마포역,113000001,상행
공덕오거리,113000058,상행
마포역,113000002,하행
유진투자증권.파이낸셜뉴스신문,118000198,하행
여의도역,118000070,하행
공군회관,118000170,하행
보라매역.동작세무서,118000013,하행
석수IC(경유),277102917,하행
광명IC(경유),277103193,하행
안현JC(미정차),277102918,하행
신천IC(미정차),277103197,하행
서창JC(미정차),165001009,하행
남동IC(미경유),277103045,하행
인천대입구역.롯데몰,164000651,하행
송도센트럴파크역,164000563,하행
석남동차고지,168001156,상행
방죽삼거리,168000681,상행
한국타이어인천물류센터,168001221,상행
SK인천석유화학,168000768,상행
효성아파트,168000166,상행
독골사거리,168000175,상행
신현초등학교,168000178,상행
가정휴먼시아3단지,168001187,상행
로봇랜드입구,168001022,상행
경연초중학교,168001285,상행
국립생물자원관입구,168000741,상행
영종역,161000567,상행
하늘중학교,161000823,상행
해맞이공원앞,161000617,상행
운남동우체국,161000848,상행
금홍염전,161000543,상행
그린나래지하차도,161000649,상행
드라이빙센터,161000589,상행
인천공항T1(3층6번),161000752,하행
인천공항T1(3층14번),161000753,하행
그린나래지하차도,161000648,하행
금홍염전,161000544,하행
운남동우체국,161000849,하행
해맞이공원앞,161000616,하행
중구청소년수련관.하늘중학교,161000824,하행
LH7단지,161000452,하행
센트럴푸르지오자이,161000660,하행
한양수자인(후문),161000510,하행
우미린2단지정문,161000513,하행
화성파크드림.스카이시티자이,161000651,하행
우미린1단지정문,161000583,하행
우미린1단지후문,161000462,하행
영종역(청라행),161000620,하행
영종역,161000566,하행
국립생물자연관,168001111,하행
모아미래도,168001344,하행
경연초중학교,168001286,하행
심곡천봉수교,168001006,하행
가정휴먼시아3단지,168001186,하행
신현초등학교,168000179,하행
41번구종점,168000174,하행
효성아파트,168000168,하행
SK인천석유화학,168000767,하행
한국타이어인천물류센터,168001222,하행
방죽삼거리,168000683,하행
석남동차고지,168001156,하행
가정동성당,168001102,상행
영종선착장입구,161000833,상행
송산입구,161000276,상행
하늘초등학교후문,161000499,상행
돌팍재삼거리,161000277,상행
옹진축협,161000304,상행
e편한세상1차(정문),161000663,상행
금호어울림1차,161000508,상행
금호어울림,161000313,상행
은골사거리,161000309,상행
공항신도시(메디컬사거리),161000258,하행
운서역,161000257,하행
레전드호텔,161000640,하행
금호어울림,161000384,하행
금호어울림1차,161000509,하행
e편한세상1차(정문),161000662,하행
옹진축협,161000315,하행
돌팍재삼거리,161000273,하행
하늘초등학교후문,161000500,하행
송산입구,161000279,하행
영종선착장입구,161000834,하행
영종아레나,161000830,상행
인천소방항공대,161000809,상행
예단포,161000395,상행
박촌마을입구,161000670,상행
공군8547부대앞,161000718,상행
운남교차로,161000524,상행
영종장로교회,161000580,상행
용궁사입구,161000578,상행
영종동행정복지센터,161000672,상행
운남초교사거리,161000707,상행
교육연수원,161000482,상행
금호베스트빌2단지.영종도서관,161000113,상행
하늘문화센터입구,161000766,상행
스태츠칩팩코리아,161000641,상행
체육공원앞,161000605,상행
물류단지F블럭앞,161000603,상행
사업.행정지원센터,161000608,상행
화물터미널,161000039,상행
인천공항충전소입구,161000757,상행
삼목선착장입구,161000058,상행
삼목선착장,161000311,상행
왕산교,161000633,상행
마을회관입구,161000402,상행
왕산골,161000491,상행
왕산해수욕장(왕산요트경기장),161000020,상행
을왕리해수욕장.더위크앤리조트,161000015,상행
을왕리해수욕장,161000009,상행
선녀바위해수욕장,161000484,상행
비재고개,161000420,상행
입구지입구,161000477,상행
입구지,161000751,하행
실미도조개구이,161000299,하행
선녀바위유원지,161000006,하행
서해수산연구소,161000008,하행
을왕리해수욕장,161000010,하행
을왕리해수욕장.더위크앤리조트,161000016,하행
왕산해수욕장(왕산요트경기장),161000021,하행
왕산골,161000490,하행
마을회관입구,161000024,하행
왕산차고지,161000720,하행
왕산교,161000632,하행
인천공항T2(1)번출입구(3층),161000614,하행
인천공항T2(8)번출입구(3층),161000615,하행
삼목선착장(운서역행),161000077,하행
삼목선착장입구,161000059,하행
인천공항충전소입구,161000758,하행
화물터미널,161000040,하행
사업.행정지원센터,161000607,하행
물류단지D블럭앞,161000604,하행
체육공원앞,161000606,하행
스태츠칩팩코리아,161000642,하행
하늘문화센터입구,161000767,하행
삼목사거리,161000088,하행
금호베스트빌1단지.영종도서관,161000112,하행
영종LH2단지,161000483,하행
용궁사입구,161000579,하행
영종장로교회,161000581,하행
공군8547부대앞,161000719,하행
박촌마을입구,161000671,하행
예단포,161000319,하행
인천소방항공대,161000810,하행
영종아레나,161000831,하행
e편한세상영종오션하임,161000761,상행
LH49단지행복주택아파트,161000768,상행
송산입구,161000279,상행
영종역사관,161000625,상행
영종역사관,161000624,하행
송산입구,161000276,하행
LH49단지행복주택아파트,161000769,하행
e편한세상영종오션하임,161000674,하행
영종버스공영차고지,161000837,상행
운북공영차고지,161000779,상행
젓개마을,161000829,상행
예드림빌라입구,161000546,상행
중산중고등학교,161000818,상행
영종블루오션,161000819,상행
하늘도시중심상가,161000821,상행
e편한세상영종하늘도시,161000646,상행
금호어울림2차,161000597,상행
넙디마을입구,161000389,상행
영종풍림아이원1차,161000110,하행
롯데마트,161000108,하행
영종LH아파트입구,161000390,하행
금호어울림2차,161000598,하행
e편한세상영종하늘도시,161000647,하행
하늘도시중심상가,161000822,하행
영종블루오션,161000820,하행
e편한세상영종오션하임,161000761,하행
LH49단지행복주택아파트,161000768,하행
중산중고등학교,161000817,하행
예드림빌라입구,161000547,하행
젓개마을,161000828,하행
운북공영차고지,161000783,하행
영종버스공영차고지,161000838,하행
거잠포선착장,161000303,상행
잠진도입구,161000749,상행
잠진도삼거리,161000744,상행
큰무리선착장,161000712,상행
잠진도삼거리,161000743,하행
잠진도입구,161000750,하행
거잠포선착장,161000302,하행
인천공항T1(3층7번),161000203,하행
인하국제의료센터,161000643,하행
파라다이스시티역,161000748,하행
중산동(중촌),161000278,하행
중산동,161000305,하행
영종교회,161000545,하행
관창마을,161000253,하행
전소,161000232,하행
영종물류고등학교앞,161000307,하행
남뒤3거리,161000280,하행
영종중학교,161000463,하행
운남동,161000281,하행
운서초등학교,161000270,하행
넙디,161000575,하행
영종고등학교,161000493,하행
LH1단지,161000494,하행
영종유승한내들스카이스테이,161000759,하행
레전드호텔,161000639,하행
은골사거리,161000309,하행
주거단지,161000120,하행
공항교회앞,161000123,하행
삼목초등학교,161000310,하행
공항중학교,161000117,하행
용유역,161000433,상행
마시란해변승마장,161000213,상행
마시란해변(슈퍼앞),161000262,상행
마시란해변(전주집),161000260,상행
덕교3거리,161000012,상행
마시란해변(전주집),161000261,하행
마시란해변(슈퍼앞),161000263,하행
마시란해변승마장,161000212,하행
덕교동,161000259,하행
청라BRT차고지입구,168001337,상행
반도유보라,168000905,상행
해원중학교,168000972,상행
한화꿈에그린,168000860,상행
청람중학교,168001019,상행
제일풍경채2차321동앞,168000866,상행
중흥S클래스2차,168000856,상행
심곡천봉수교,168001006,상행
석남중앙교회,168000138,상행
가좌진주아파트,168000100,상행
가좌고등학교,168000061,상행
제물포중학교,168000065,상행
로얄타운,168000049,상행
열우물테니스경기장,166000064,상행
구월아시아드5단지정문,165000883,상행
구월아시아드5단지후문,165000881,상행
열우물테니스경기장,166000054,하행
열우물테니스경기장,166000063,하행
로얄타운,168000050,하행
제물포중학교,168000064,하행
제일풍경채2차321동앞,168000873,하행
청람중학교,168001018,하행
한화꿈에그린,168000872,하행
해원중학교,168000973,하행
반도유보라,168000904,하행
청라BRT차고지입구,168001336,하행
한양공구,168000071,상행
서인천자동차검사소,168000640,상행
한성자동차학원,168000091,상행
SK주유소,168000956,상행
태양공단,168000148,상행
루원더퍼스트아파트,168001108,상행
가정동주유소,168000233,상행
태산아파트,168000227,상행
가정중앙시장역,168000219,상행
율도입구,168000190,상행
장서초등학교,165000966,상행
더포레스트아파트,165000877,상행
서창센트라스아파트후문,165000917,상행
서창센트라스아파트후문,165000916,하행
더포레스트아파트,165000876,하행
장서초등학교,165000965,하행
백마장입구,166000407,하행
원적산터널,166000821,하행
율도입구,168000188,하행
가정중앙시장역,168000215,하행
가정동주유소,168000234,하행
루원더퍼스트아파트,168001107,하행
홈씨씨인천점,168001188,하행
태양공단,168000147,하행
모다아울렛,168001190,하행
신북항고가교,168000104,하행
서인천자동차검사소,168000641,하행
삼영물류,168000068,하행
남청라TG,168001379,상행
심곡천(심곡3교),168001381,상행
청라센텀로제비앙,168001296,상행
레이크블루,168001335,상행
청라2동행정복지센터,168001039,상행
석남고가사거리,168000145,상행
거북시장,168000132,상행
가좌홈플러스(쌍마아파트),168000103,상행
신명아파트,168000081,상행
가좌농협,168000067,상행
성웅아파트,168000048,상행
서인천가구단지,168000028,상행
동부제철,168000008,상행
인천교(인천기계산업단지),163000449,상행
인천비즈니스고등학교,163000421,상행
도화e편한세상아파트6단지,163000626,상행
도화e편한세상아파트5단지,163000624,상행
청운대후문.한전제물포지사,163000633,상행
청운대후문.한전제물포지사,163000632,하행
도화서희스타힐스,163000625,하행
인천비즈니스고등학교,163000614,하행
인천교(인천기계산업단지),163000451,하행
성보공업,168000007,하행
동아정밀,168000037,하행
성웅아파트,168000051,하행
가좌농협,168000066,하행
삼영아파트,168000085,하행
가좌홈플러스(쌍마아파트),168000101,하행
거북시장,168000136,하행
대은교회,168000143,하행
청라2동행정복지센터,168001042,하행
레이크블루,168001334,하행
청라센텀로제비앙,168001295,하행
심곡천(심곡3교),168001382,하행
남청라TG,168001380,하행
동원아파트,163000376,상행
JC회관,163000383,상행
주안역,163000387,상행
시민공원,163000359,상행
(구)시민회관사거리,163000326,상행
재흥시장,163000300,상행
신기.남부종합시장(진흥사거리),163000217,상행
신동아아파트,163000160,상행
신동아3차아파트,163000119,상행
청학사거리,164000509,상행
효정아파트,164000260,상행
동남아파트,164000267,상행
태경아파트,164000275,상행
첨단초등학교,165001014,상행
송도베르디움더퍼스트후문,165000985,상행
라이크홈기숙사앞,165000996,상행
삼성바이오로직스,165000864,하행
라이크홈기숙사앞,165000995,하행
재능대송도캠퍼스,164000624,하행
송도에듀포레푸르지오후문,165000986,하행
송명초등학교,165001013,하행
연세대송도캠퍼스입구,164000489,하행
유천아파트,164000266,하행
함박마을,164000277,하행
동남아파트,164000268,하행
효정아파트,164000261,하행
청학사거리,164000256,하행
